numero_pedido,cod_cliente,cnpj,nome_cliente,grupo_cliente,regiao,endereco_completo,qtde_itens,peso_itens,latitude,longitude,janela_descarga,anomalia
3740457,199511,21010503001432,CENTRO DE DISTRIB. REDE KRILL LTDA,Krill,0,"Avenida ANCHIETA, 2300, ALBATROZ, Bertioga, São Paulo",8,160.0,-23.8376018,-46.1298621,30,0
3740463,199507,21010503001785,CENTRO DE DISTRBUIÇÃO REDE KRILL LTDA,Krill,0,"Avenida APROVADA 294, 775, Boraceia, Bertioga, São Paulo",25,500.0,-23.85444,-46.13861,30,0
3740464,199508,21010503001866,CENTRO DE DISTRIBUIÇÃO REDE KRILL LTDA,Krill,0,"Avenida JOAQUIM JORGE PERALTA, 166, PARQUE SAO LUIS, Cubatão, São Paulo",15,300.0,-23.895,-46.42528,30,0
3740465,199510,21010503001947,CENTRO DE DISTRIBUIÇÃO REDE KRILL LTDA,Krill,0,"Avenida DOS CAICARAS, 1682, Jardim Las Palmas, Guarujá, São Paulo",10,200.0,-23.9999291,-46.273905,30,0
3740468,192324,7732866000136,ANTONELLI SUPERMERCADO LTDA,Antonelli,0,"Rua SOLDADO CONSTITUCIONALISTA, 54, Jardim Soares, Itapira, São Paulo",12,264.0,-22.43611,-46.82167,30,0
3740474,199002,62220637000140,CENTRO ESP. NOSSO LAR C. ANDRÉ LUIZ,Nenhum,0,"Avenida ANDRE LUIS, 723, PICANCO, Guarulhos, São Paulo",8,160.0,-23.4390401,-46.5454237,30,0
3740482,209096,43391097000113,F DOS SANTOS FREIRE,Nenhum,0,"Avenida TANCREDO NEVES, 1041, Cachoeira, Guarujá, São Paulo",12,240.0,-23.99306,-46.25639,30,0
3740483,200044,53343661000186,CASA CARNES NATAN LTDA,Nenhum,0,"Rua NICARAGUA, 307, N EUROPA, Campinas, São Paulo",8,155.0,-22.932135,-47.0672406,30,0
3740486,197521,31908033000168,BG LESTE ALIMENTOS LTDA,Nenhum,-1,"Rodovia AYRTON SENNA DA SILVA, SN, VILA ANNY, Guarulhos, São Paulo",11,220.0,,,30,0
3740490,214253,13759045000609,VILA ZAIRA HORTIFRUTI LTDA,Rede Sitio Verde,0,"Rua CONSTANCIO COLALILO, 630, Vila Augusta, Guarulhos, São Paulo",6,110.0,-23.4830163,-46.5375843,30,0
3740491,190081,13759045000358,VILA ZAIRA HORTIFRUTI LTDA,Rede Sitio Verde,0,"Avenida SALGADO FILHO, 1536, Centro, Guarulhos, São Paulo",2,40.0,-23.4644593,-46.5303663,30,0
3740492,190081,13759045000358,VILA ZAIRA HORTIFRUTI LTDA,Rede Sitio Verde,0,"Avenida SALGADO FILHO, 1536, Centro, Guarulhos, São Paulo",5,100.0,-23.4644593,-46.5303663,30,0
3740493,190081,13759045000358,VILA ZAIRA HORTIFRUTI LTDA,Rede Sitio Verde,0,"Avenida SALGADO FILHO, 1536, Centro, Guarulhos, São Paulo",3,55.0,-23.4644593,-46.5303663,30,0
3740506,12194,5218394000172,INTEGRAL ALIMENTAÇÃO COM.E SERVIÇOS LTDA,Nenhum,0,"Estrada FERNANDO NOBRE, 283/487, PARQUE RINCAO, Cotia, São Paulo",1,20.0,-23.60389,-46.91917,30,0
3740512,191282,17114475000101,L.F.DUARTE & CIA LTDA - ME,Nenhum,0,"Rua HAMLETO MENQUINI, 41, PARQUE RES.POTIGUARA, Itu, São Paulo",12,240.0,-23.26417,-47.29917,30,0
3740516,12194,5218394000172,INTEGRAL ALIMENTAÇÃO COM.E SERVIÇOS LTDA,Nenhum,0,"Rua LUIS VAZ DE CAMOES, 177, Cumbica, Guarulhos, São Paulo",1,20.0,-23.46667,-46.46667,30,0
3740518,13759,6342246000128,IRENE LUCIA PEREIRA,Nenhum,0,"Rua JOAO FELIZARDO, 477, Vila Antunes, Cajati, São Paulo",8,160.0,-24.7323312,-48.1103442,30,0
3740519,9522,4306951000144,JORGE NILSON SCHEMER ME,Nenhum,0,"Rua Andradina, 178, Cidade Nova I, Itu, São Paulo",6,120.0,-23.26417,-47.29917,30,0
3740521,187998,11971667000158,J.J.S COMERCIAL DE ALIMENTOS LTDA-ME,Nenhum,0,"Avenida MAJOR ANTONIO DA SILVEIRA CAMARGO, 148, Centro, Cabreúva, São Paulo",6,100.0,-23.3054129,-47.133016,30,0
3740523,205561,17322763000313,MERCADO UNIAO DE ITUPEVA LTDA,Nenhum,0,"Rua ALEXANDRINA MATHIAS DE OLIVEIRA, 77, PARQUE DAS HORTENSIAS, Itupeva, São Paulo",10,185.0,-23.15306,-47.05778,30,0
3740526,12194,5218394000172,INTEGRAL ALIMENTAÇÃO COM.E SERVIÇOS LTDA,Nenhum,0,"Avenida VASCO MASSAFELI, 1010, JARDIM MARIA TEREZA, Cotia, São Paulo",3,60.0,-23.60389,-46.91917,30,0
3740531,12038,63960004945,WAL MART DO BRASIL LTDA,Sam`s,0,"Rodovia REGIS BITENCOURT KM 293,5, S/N, POTUPEVA, Itapecerica da Serra, São Paulo",74,1460.0,-23.71694,-46.84917,30,0
3740533,210855,39456953000102,LANCHONETE OKAJIMA LTDA,Nenhum,0,"Rua COAPA, 109, JARDIM LEONOR, Cotia, São Paulo",10,200.0,-23.6100554,-46.9326524,30,0
3740537,203447,46112942000162,R.S.BUENO & CIA LTDA,Nenhum,0,"Avenida WENCESLAU BRAZ, 640, VILA POPULAR, Itapetininga, São Paulo",14,280.0,-23.563419,-48.0152876,30,0
3740538,203393,46112942000243,R S BUENO & CIA LTDA,Nenhum,0,"Rua ARY DE ALMEIDA, 71, CAMBUI, Itapetininga, São Paulo",11,210.0,-23.59167,-48.05306,30,0
3740544,204962,45578450000102,CENTER CARNES QUALITY LTDA,Nenhum,0,"Avenida DONA GERTRUDES, 1127, ALVINOPOLIS, Atibaia, São Paulo",4,80.0,-23.1244356,-46.5647979,30,0
3740545,194237,2702956000160,SUPERMERCADO PERNAMBUCO LTDA,Nenhum,0,"Rua PROFESSOR TOLEDO, 194, Centro, Araçoiaba da Serra, São Paulo",16,310.0,-23.5050525,-47.6182181,30,0
3740552,196663,17322763000232,MERCADO UNIÃO DE ITUPEVA LTDA,Nenhum,0,"Rua ALFREDO CARLOS SAO JOSE, 47, JD EUROPA, Itupeva, São Paulo",9,180.0,-23.15306,-47.05778,30,0
3740553,161901,5422192000148,SUPERMERCADO CENTRAL CAJAMAR LTDA,Nenhum,0,"Praça BENEDITO MARTINS DA CRUZ, 20, Centro, Cajamar, São Paulo",7,140.0,-23.35611,-46.87694,30,0
3740554,3062,54313374000196,SUPERMERCADO MAGNATA LTDA.,Nenhum,0,"Rua Minas Gerais, 300, Vila Boa Vista, Barueri, São Paulo",11,215.0,-23.5011283,-46.8754334,30,0
3740562,192266,17178798000169,MERC.E AÇOUGUE SOBERANO LTDA,Nenhum,0,"Avenida VINICIUS DE MORAES, 143, VILA SAO PAULO, Ferraz de Vasconcelos, São Paulo",6,120.0,-23.5578807,-46.3669865,30,0
3740565,218,67393207000144,CASA DE CARNES NOVA SUBLIME LTDA - ME,Nenhum,0,"Avenida JOAO PAULO ABLAS, 45, Jardim da Glória, Cotia, São Paulo",11,220.0,-23.5977232,-46.8415226,30,0
3740573,213091,17322763000585,MERCADO UNIAO DE ITUPEVA LTDA,Nenhum,0,"Rua SANTA CLARA, 175, Residencial Santo Antonio, Itupeva, São Paulo",4,80.0,-23.1624922,-47.0454896,30,0
3740574,181657,13759045000196,VILA ZAIRA HORTIFRUTI LTDA,Rede Sitio Verde,0,"Avenida ONZE DE AGOSTO, 256, Jd. Zaira, Guarulhos, São Paulo",8,155.0,-23.4644112,-46.5364085,30,0
3740581,189096,17016832000107,AMERICAN STEAK LTDA,Nenhum,0,"Rua ANTONIO JOAQUIM LEME, 02, Vila Prudente de Moraes, Itu, São Paulo",8,150.0,-23.285001,-47.2893848,30,0
3740582,200602,7751737000195,GIPA COZINHA INDUSTRIAL LTDA,Nenhum,0,"Rua PREFEITO JOSE CARLOS, 962, JD SANTA JULIA, Itupeva, São Paulo",3,60.0,-23.1553979,-47.046005,30,0
3740584,191714,4152923000110,JOSÉ MARIA SOARES DA SILVA,Nenhum,0,"Rua CAMPINA GRANDE DO SUL, 237, Jardim Centenario, Guarulhos, São Paulo",15,300.0,-23.46278,-46.53333,30,0
3740588,12505,3922786000192,CONVEM SUPERMERCADOS LTDA.,Convém,0,"Avenida WALTER ENGRACIA DE OLIVEIRA, 39, Estancia Lynce, Atibaia, São Paulo",4,75.0,-23.1249196,-46.5512118,30,0
3740589,178735,97536721000152,SUPERMERCADO CONVEM DE PERDÕES LTDA,Convém,0,"Rua 21 DE ABRIL, 470, Centro, Bom Jesus dos Perdões, São Paulo",4,70.0,-23.135,-46.46528,30,0
3740595,13947,49187917000136,RESTAURANTE BAMBUZAL LTDA-EPP,Nenhum,0,"Rua CAV NAMI JAFET, 145, Centro, Guarujá, São Paulo",5,100.0,-23.99306,-46.25639,30,0
3740601,188155,20248913000139,CONVEM SUPERMERCADOS DE BRAGANÇA LTDA,Convém,0,"Avenida SALVADOR MARKOWICZ, 339, Lagos de Santa Helena, Bragança Paulista, São Paulo",4,75.0,-22.9806161,-46.5299192,30,0
3740603,10715,3616124000194,MANOEL BARBOSA DE ALENCAR ME,Nenhum,0,"Avenida INDEPENDENCIA, 278, Rocio, Cananéia, São Paulo",11,205.0,-25.0069457,-47.9313292,30,0
3740612,205679,26422161000167,ESPETINHOS DO MINEIRO COMERCIO LTDA,Nenhum,0,"Rua HOLANDESA, 150, CIDADE JARDIM CUMBICA (JARDIM, Guarulhos, São Paulo",3,60.0,-23.46278,-46.53333,30,0
3740615,202975,22341181000152,CARNES NOBRES RANCHO GRANDE LTDA,Nenhum,0,"Rua ANTONIO JOAQUIM LEME, 2, Vila Prudente de Moraes, Itu, São Paulo",5,93.0,-23.285001,-47.2893848,30,0
3740621,190174,17793656000101,NOVA MONTALEGRE EIRELI ME,Gonçalves Barroso,0,"Avenida Professor José Munhoz, 685, Jardim Munhoz, Guarulhos, São Paulo",7,140.0,-23.46278,-46.53333,30,0
3740624,12977,9376437000107,W & W BOULEVARD COMÉRCIO DE ALIM. LTDA.,Rede BIG,0,"Avenida ALFREDO ANDRÉ, 905, Jardim Brasil, Atibaia, São Paulo",5,100.0,-23.11694,-46.55028,30,0
3740625,13323,9376437000280,W & W BOULEVARD COM. ALIMENTOS LTDA,Rede BIG,0,"Rua ADOLFO ANDRE, 100, Centro, Atibaia, São Paulo",6,120.0,-23.1129695,-46.5555231,30,0
3740626,187884,16960314000176,B.S COPACABANA COM.DE ALIMENTOS LTDA,Rede BIG,0,"Avenida PREFEITO ANTONIO J.TOLEDO GARCIA LOPES, 1525, Jd.das Cerejeiras, Atibaia, São Paulo",7,135.0,-23.11694,-46.55028,30,0
3740627,187886,9376437000360,W & W BOULEVARD COM.DE ALIMENTOS LTDA,Rede BIG,0,"Avenida DA SAUDADE, 61, Centro, Atibaia, São Paulo",6,120.0,-23.1159122,-46.5488536,30,0
3740630,200510,22668523000143,FABIOLA M. HARAGUTI CAMARGO 27392429809,Nenhum,0,"Rua JOSE OLIVA MELO, 85, Centro, Biritiba-Mirim, São Paulo",8,160.0,-23.5731197,-46.0391715,30,0
3740633,191599,18021688000151,MERCEARIA D.A. BASTOS - EIRELI - ME,Nenhum,0,"Rua ANTONIO BARACAL, 561, MORRINHOS I, Guarujá, São Paulo",5,100.0,-23.9611553,-46.2525505,30,0
3740636,187885,16960314000257,B.S COPACABANA COM.DE ALIMENTOS LTDA,Rede BIG,0,"Rua JAPÃO, 37, Jd.Imperial, Atibaia, São Paulo",6,120.0,-23.11694,-46.55028,30,0
3740637,11998,5927276000133,MITSUE WATANABE SUPERMERCADO,Rede BIG,0,"Avenida SÃO JOÃO, 1115, Centro, Atibaia, São Paulo",6,120.0,-23.1132176,-46.5569796,30,0
3740646,9888,63960003973,WAL MART DO  BRASIL LTDA,Sam`s,0,"Avenida TUCUNARE, 80, TAMBORE, Barueri, São Paulo",18,360.0,-23.51056,-46.87611,30,0
3740647,193007,1444210000999,COMERCIO DE ALIMENTOS ALVES E FARIAS LTD,Rede Parana,0,"Rua MAGALI WASSEL, 25, Jardim Itacolomi, Itapevi, São Paulo",94,1850.0,-23.54889,-46.93417,30,0
3740649,3416,2862774000157,ZEUS BAR E RESTAURANTE LTDA LTDA,Nenhum,0,"Avenida DOUTOR ERMILINDO MAFFEI, 1199, SAO LUIZ, Itu, São Paulo",3,60.0,-23.26417,-47.29917,30,0
3740652,5319,4202752000196,CHURRASCARIA E PIZZARIA ITUANA LTDA EPP,Nenhum,0,"Avenida Nove de Julho, 600, Vila Padre Bento, Itu, São Paulo",14,260.0,-23.2558383,-47.3125982,30,0
3740656,12976,9532081000145,SUPERMERCADO ONO COMPACTO LTDA  EPP,Rede BIG,0,"Rua NELLO BACCI, 121, TANQUE, Atibaia, São Paulo",6,120.0,-23.0445236,-46.5692836,30,0
3740657,203478,40852213000166,BIG SM COMERCIO DE ALIMENTOS LTDA,Rede BIG,0,"Rua JACI, 60, JD DO LAGO, Atibaia, São Paulo",5,100.0,-23.11694,-46.55028,30,0
3740658,201468,35929117000210,BW COM. ALIMENTOS LTDA,Rede BIG,0,"Avenida DOS IMIGRANTES, 2400, JARDIM AMERICA, Bragança Paulista, São Paulo",6,120.0,-22.9521237,-46.546414,30,0
3740659,205176,9532081000307,SUPERMERCADO ONO COMPACTO LTDA,Rede BIG,0,"Rua ANTONIO CUNHA LEITE, 2458, PORTAO, Atibaia, São Paulo",6,120.0,-23.2058183,-46.5886085,30,0
3740660,210955,51158802000165,EMPORIO FLAMBOYANT COMERCIO DE ALIMENTOS,Nenhum,0,"Avenida SANTANA, 2813, NOVA GARDENIA, Atibaia, São Paulo",5,100.0,-23.11694,-46.55028,30,0
3740661,12591,63960007103,WAL MART DO BRASIL LTDA,Sam`s,0,"Rodovia RAPOSO TAVARES, 23033, Granja Viana, Cotia, São Paulo",14,280.0,-23.5996855,-46.8473029,30,0
3740663,12942,8681896000123,ANAS FERIOZZI RESTAURANTE LTDA,Nenhum,0,"Avenida DOUTOR ERMELINDO MAFFEI, 1199, SAO LUIZ, Itu, São Paulo",4,80.0,-23.2642243,-47.280937,30,0
3740665,193016,1444210000484,COMERCIO DE ALIMENTOS ALVES E FARIAS LTD,Rede Parana,0,"Estrada DO COPIUVA, 1985, Vila da Oportunidade, Carapicuíba, São Paulo",72,1440.0,-23.5539916,-46.8262051,30,0
3740667,192848,10527727000185,SCHNEIDER & COINASKI LTDA - ME,Nenhum,0,"Avenida DR. ERMELINDO MAFFEI, 734, SAO LUIZ, Itu, São Paulo",6,120.0,-23.2645744,-47.2828289,30,0
3740669,9535,6263725000159,T.F.MIRANDA MERCADO - ME,Nenhum,0,"Avenida MARANHAO, 235, Parque Paraíso, Itapecerica da Serra, São Paulo",15,275.0,-23.711478,-46.8570274,30,0
3740671,194615,1444210001103,COMERCIO DE ALIMENTOS ALVES E FARIAS LTD,Rede Parana,0,"Rodovia ENGENHEIRO RENE BENEDITO DA SILVA, 668, SAO JOAO, Itapevi, São Paulo",7,130.0,-23.54889,-46.93417,30,0
3740688,13006,50948371000682,IRMÃOS BOA  LTDA,Irmãos Boa,0,"Rua MARANHAO, 256, Jacaré, Cabreúva, São Paulo",13,260.0,-23.2495822,-47.0561778,30,0
3740689,215671,1444210001537,COMERCIO DE ALIMENTOS ALVES E FARIAS LTD,Rede Parana,0,"Rua OTAVIO RODRIGUES BARBOSA, 219, VILA ROMANOPOLIS, Ferraz de Vasconcelos, São Paulo",98,1920.0,-23.541155,-46.365145,30,0
